Player,Tm,Age,College,Pos,Rnd,Cmp,Att,Yds,TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Tkl,Def_Int,Sk,target
Jim Ritcher,BUF,22,North Carolina St.,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Johnnie Johnson,RAM,23,Texas,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.2,10
Art Monk,WAS,22,Syracuse,WR,1,0.0625,0.125,2.875,0,0,3.9375,20.75,0,58.75,795.0625,4.25,0,0,0,16
Otis Wilson,CHI,23,Louisville,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6,10
Jim Stuckey,SFO,22,Clemson,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071428571,7
Don McNeal,MIA,22,Alabama,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,10
Ray Snell,TAM,22,Wisconsin,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Roynell Young,PHI,22,Alcorn St.,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,2.555555556,0,9
Derrick Hatchett,BAL,22,Texas,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4
Vagas Ferguson,NWE,23,Notre Dame,RB,1,0,0,0,0,0,72.5,290.75,1.25,6.5,53,0,0,0,0,4
George Cumby,GNB,24,Oklahoma,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.6875,8
Charles White,CLE,22,USC,RB,1,0,0,0,0,0,86.66666667,341.6666667,2.555555556,12.66666667,95.55555556,0.111111111,0,0,0,9
Mark Malone,PIT,21,Arizona St.,QB,1,83.9,164.8,1017.5,6,8.1,15.9,62.8,1.8,0.1,9,0.1,0,0,0,10
Joe Cribbs,BUF,22,Auburn,RB,2,0.333333333,0.555555556,2.777777778,0.111111111,0.111111111,145.4444444,595.1111111,3,24.88888889,244.3333333,1.666666667,0,0,0,9
Willie Teal,MIN,22,LSU,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.875,0,8
Kirby Criswell,CIN,23,Kansas,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ray Donaldson,BAL,22,Georgia,C,2,0,0,0,0,0,0,0,0,0.058823529,-0.176470588,0,0,0,0,17
Doug Marsh,STL,22,Michigan,TE,2,0,0,0,0,0,0.285714286,0,0,23.85714286,305.7142857,2.714285714,0,0,0,7
Mark Lee,GNB,22,Washington,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,0,12
Bob Kohrs,PIT,21,Arizona St.,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,6
Buddy Curry,ATL,22,North Carolina,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.6875,8
Angelo Fields,HOU,23,Michigan St.,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Keena Turner,SFO,21,Purdue,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.772727273,11
Darrol Ray,NYJ,22,Oklahoma,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,5
Dave Waymer,NOR,22,Notre Dame,DB,2,0,0,0,0,0,0,0,0,0.076923077,1,0,0,3.692307692,0.076923077,13
Rulon Jones,DEN,22,Utah St.,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.833333333,9
Matt Millen,OAK,22,Penn St.,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.916666667,12
Andre Hines,SEA,22,Stanford,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Larry McGrew,NWE,23,USC,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545,1.227272727,11
Matt Suhey,CHI,22,Penn St.,RB,2,0.1,0.2,7.4,0.1,0,82.8,294.6,2,26,211.3,0.5,0,0,0,10
Ralph Clayton,NYJ,22,Michigan,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dwight Stephenson,MIA,22,Alabama,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Kevin House,TAM,22,Southern Illinois,WR,2,0,0.125,0,0,0,0.875,5.125,0,37.375,646.125,4.25,0,0,0,8
Irv Pankey,RAM,22,Penn St.,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Tim Foley,BAL,22,Notre Dame,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Daryle Skaugstad,HOU,23,California,NT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,4
Perry Harrington,PHI,22,Jackson St.,RB,2,0,0,0,0,0,25.83333333,113.8333333,1,4.333333333,24,0,0,0,0,6
Cleveland Crosby,CLE,24,Arizona,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mat Mendenhall,WAS,23,BYU,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,3
John Goodman,PIT,21,Oklahoma,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166666667,6
Tom Turnure,DET,23,Washington,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Jewerl Thomas,RAM,23,San Jose St.,RB,3,0.2,0.4,3.6,0.2,0.2,34.6,156.6,0.8,5.6,33.4,0,0,0,0,5
Rod Horn,CIN,23,Nebraska,NT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
John Sinnott,STL,22,Brown,T,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Syd Kitson,GNB,22,Wake Forest,G,3,0,0,0,0,0,0,0,0,0.2,1.8,0,0,0,0,5
Mike Friede,DET,23,Indiana,WR,3,0,0,0,0,0,0,0,0,20,310.5,0.5,0,0,0,2
Earl Jones,ATL,23,Norfolk St.,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
Myron Lapka,NYG,24,USC,NT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Jim Miller,SFO,23,Mississippi,P,3,0,0,0,0,0,0.25,-1.5,0,0,0,0,0,0,0,8
James Hadnot,KAN,23,Texas Tech,RB,3,0,0.25,0,0,0.25,66.5,257.25,1.25,13.5,106.5,0,0,0,0,4
Mark Brammer,BUF,22,Michigan St.,TE,3,0,0,0,0,0,0.6,5,0,23.2,227.4,2,0,0,0,5
Brent Boyd,MIN,23,UCLA,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Lance Mehl,NYJ,22,Penn St.,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,1.875,1.75,8
LeRoy Irvin,RAM,23,Kansas,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,3.181818182,0.136363636,11
Cliff Odom,CLE,22,Texas-Arlington,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.785714286,14
Steve McMichael,NWE,22,Texas,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,6.333333333,15
Bill Barnett,MIA,24,Nebraska,DE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,6
Scot Brantley,TAM,22,Florida,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.625,8
Craig Puki,SFO,23,Tennessee,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,3
Bill Roe,DAL,22,Colorado,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Tim Smith,HOU,23,Nebraska,WR,3,0,0,0,0,0,0.285714286,2.285714286,0,29.42857143,443.8571429,1.714285714,0,0,0,7
James Jones,DAL,21,Mississippi St.,RB,3,0.166666667,0.333333333,2,0.166666667,0.166666667,14,55.16666667,0.166666667,7,52,0.166666667,0,0,0,6
Charles Baker,STL,23,New Mexico,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,8
Phil Murphy,RAM,23,South Carolina St.,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ricky Churchman,SFO,22,Texas,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Eric Hipple,DET,23,Utah St.,QB,4,83,154.6,1071.1,5.5,7,14.5,55,1.3,0,0,0,0,0,0,10
William Glass,CIN,22,Baylor,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fred Nixon,GNB,22,Oklahoma,WR,4,0,0,0,0,0,0,0,0,3,52.5,0,0,0,0,2
Ray Butler,BAL,24,USC,WR,4,0,0,0,0,0,0.444444444,1,0,26.55555556,438.6666667,4.111111111,0,0,0,9
Rusty Lisch,STL,23,Notre Dame,QB,4,11,23,109.4,0.2,2.2,4,26,0,0,0,0,0,0,0,5
Danny Pittman,NYG,22,Wyoming,WR,4,0,0,0,0,0,0.2,-1.4,0,9.2,131.4,0.2,0,0,0,5
Jim Laughlin,ATL,22,Ohio St.,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,8
Dennis Johnson,MIN,22,USC,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,6
Ervin Parker,BUF,22,South Carolina St.,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Dave Klug,KAN,22,Concordia-Moorhead (MN),LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Jesse Johnson,NYJ,23,Colorado,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Mike Jolly,NOR,22,Michigan,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,4
Terry Dion,SEA,22,Oregon,DE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ron Crews,CLE,23,UNLV,NT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elmer Bailey,MIA,22,Minnesota,WR,4,0,0,0,0,0,0,0,0,1.333333333,35,0,0,0,0,3
Ed Luther,SDG,23,San Jose St.,QB,4,49,92,637.4,2.4,4.6,4,-3.8,0,0,0,0,0,0,0,5
Larry Flowers,TAM,22,Texas Tech,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.166666667,6
Arland Thompson,CHI,23,Baylor,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
I.M. Hipp,ATL,24,Nebraska,RB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kurt Petersen,DAL,23,Missouri,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Chris Combs,HOU,22,New Mexico,TE,4,0,0,0,0,0,0,0,0,3.5,53,0.5,0,0,0,2
Rick Parros,DEN,22,Utah St.,RB,4,0,0,0,0,0,43.75,172.625,0.875,10.25,82.5,0.625,0,0,0,8
Bob Gregor,SDG,23,Washington St.,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,5
Paul McDonald,CLE,22,USC,QB,4,58.71428571,109.5714286,752.7142857,3.428571429,5.285714286,5.285714286,0.857142857,0.142857143,0.142857143,-0.571428571,0,0,0,0,7
Bill Hurley,PIT,23,Syracuse,DB,4,0,0,0,0,0,0,0,0,0.25,9.75,0.25,0,0.25,0,4
Ken Times,SFO,24,Saginaw Valley St.,NT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bryan Hicks,CIN,23,McNeese St.,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,3
Carlos Carson,KAN,21,LSU,WR,5,0.1,0.1,4.8,0.1,0,1.2,6.2,0,35.3,637.2,3.3,0,0,0,10
Elvis Franks,CLE,23,Morgan St.,DE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357142857,7
Tony Blount,NYG,21,Virginia,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tommie Ginn,DET,22,Arkansas,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Doug Paschal,MIN,22,North Carolina,RB,5,0,0,0,0,0,15,53,1,2,18,0,0,0,0,1
Doug McDougald,NWE,23,Virginia Tech,DE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kenny Lewis,OAK,22,Virginia Tech,RB,5,0,0,0,0,0,2.75,10.75,0,2.25,20.5,0,0,0,0,4
Keith Lee,BUF,22,Colorado St.,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,6
Paul Tabor,CHI,23,Oklahoma,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike Harden,DEN,21,Michigan,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,3.454545455,0.090909091,11
Gary Hogeboom,DAL,22,Central Michigan,QB,5,74.3,132.5,943.6,4.9,6,8.3,16.1,0.4,0,0,0,0,0,0,10
John Corker,HOU,21,Oklahoma St.,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,9
Nate Rivers,PHI,25,South Carolina St.,RB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Laval Short,DEN,22,Colorado,NT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kenny Johnson,ATL,22,Mississippi St.,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.2,10
Craig Wolfley,PIT,22,Syracuse,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Herb Williams,SFO,22,Saginaw Valley St.,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Chris Dieterich,DET,22,North Carolina St.,T,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Jo Heath,CIN,23,Pittsburgh,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,8
Bill Acker,STL,23,Texas,NT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Karl Swanke,GNB,22,Boston Col.,T,6,0,0,0,0,0,0.142857143,0,0,0.142857143,0.285714286,0.142857143,0,0,0,7
Chris Foote,BAL,23,USC,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Scott Brunner,NYG,23,Delaware,QB,6,85.33333333,174.3333333,1076.166667,4.833333333,9,12,22.83333333,0.166666667,0,0,0,0,0,0,6
Bubba Garcia,KAN,22,Texas-El Paso,WR,6,0,0,0,0,0,0,0,0,1.5,13.5,0.5,0,0,0,2
Ray Yakavonis,MIN,23,East Stroudsburg,NT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
George Visger,NYJ,22,Colorado,DT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LaRue Harrington,SDG,23,Norfolk St.,RB,6,0,0,0,0,0,4,-7,0,0,0,0,0,0,0,1
Mike Guman,RAM,22,Penn St.,RB,6,0.222222222,0.333333333,4.222222222,0.222222222,0.111111111,38,142.8888889,1.222222222,16.66666667,159.2222222,0.444444444,0,0,0,9
Keith Bishop,DEN,23,Baylor,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Andrew Melontree,CIN,22,Baylor,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Preston Brown,NWE,22,Vanderbilt,WR,6,0,0,0,0,0,0,0,0,0.8,22.8,0.2,0,0,0,5
Greg Murtha,PHI,23,Minnesota,T,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Timmy Newsome,DAL,22,Winston-Salem St.,RB,6,0,0,0,0,0,38,136.2222222,2.111111111,23.55555556,218.4444444,1.222222222,0,0,0,9
Larry Heater,KAN,22,Arizona,RB,6,0,0,0,0,0,28.5,93.25,0.75,3,38.5,0,0,0,0,4
Tunch Ilkin,PIT,23,Indiana St.,T,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Eddie Murray,DET,24,Tulane,K,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Ron Simpkins,CIN,22,Michigan,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388888889,9
Buddy Aydelette,GNB,24,Alabama,T,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Wes Roberts,BAL,23,TCU,DE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ben Apuna,STL,23,Arizona St.,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike Smith,ATL,22,Grambling St.,WR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malcolm Barnwell,OAK,22,Virginia Union,WR,7,0,0,0,0,0,0.5,5,0,19.16666667,328.1666667,0.666666667,0,0,0,6
Henry Johnson,MIN,22,Georgia Tech,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Chuck Loewen,SDG,23,South Dakota St.,T,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Kirk Collins,RAM,22,Baylor,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,4
Bobby Batton,NYJ,23,UNLV,RB,7,0,0,0,0,0,3,4,0,0,0,0,0,0,0,1
Bud Hebert,NYG,23,Oklahoma,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chris Linnin,NYG,23,Washington,DE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Craig Bradshaw,HOU,23,Utah St.,QB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Joe Rose,MIA,23,California,TE,7,0,0,0,0,0,0,0,0,14,186.625,1.625,0,0,0,8
Jim Leonard,TAM,22,Santa Clara,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Melvin Jones,WAS,26,Houston,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gerry Ellis,RAM,22,Missouri,RB,7,0.571428571,1.714285714,10.14285714,0.142857143,0.142857143,119.4285714,546.5714286,3.571428571,38.14285714,359.1428571,1.428571429,0,0,0,7
Nate Johnson,PIT,23,Hillsdale,WR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kenny Hill,OAK,22,Yale,DB,8,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,10
Al Richardson,ATL,23,Georgia Tech,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,6
Vic Minor,SEA,21,La-Monroe,DB,8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2
Chuck Evans,NOR,23,Stanford,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bobby Leopold,SFO,22,Notre Dame,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0.357142857,7
Jeff Allen,MIA,23,California-Davis,DB,8,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,3
David Woodley,MIA,21,LSU,QB,8,114.5,216.6666667,1426.333333,8,10.5,33.5,142.6666667,1.833333333,0.333333333,3.5,0.166666667,0,0,0,6
Randy Clark,CHI,23,Northern Illinois,C,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Harold Bailey,HOU,23,Oklahoma St.,WR,8,0,0,0,0,0,0.333333333,4.333333333,0,8.666666667,122.3333333,0,0,0,0,3
Mike Curcio,PHI,23,Temple,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Tom Tuinei,DET,22,Hawaii,DT,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Greg Bright,CIN,23,Morehead St.,DB,9,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2
Stafford Mays,STL,22,Washington,DE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,9
Kelly Saalfeld,GNB,24,Nebraska,C,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Otis Wonsley,NYG,23,Alcorn St.,RB,9,0,0,0,0,0,10.16666667,30.16666667,0.666666667,0.333333333,1,0.166666667,0,0,0,6
Tom Donovan,KAN,23,Penn St.,WR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mark Goodspeed,MIA,23,Nebraska,T,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gerald Carter,TAM,23,Texas A&M,WR,9,0,0,0,0,0,0.5,3,0,29.875,430.375,2.125,0,0,0,8
Turk Schonert,CHI,23,Stanford,QB,9,31.1,50.4,378.8,1.1,2,7.3,28.8,0.4,0,0,0,0,0,0,10
Greg Bracelin,DEN,23,California,LB,9,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.9,5
George Farmer,RAM,21,Saginaw Valley St.,WR,9,0,0,0,0,0,0.125,-1.125,0,8.125,122.5,0.875,0,0,0,8
Sandro Vitiello,CIN,22,Massachusetts,K,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rush Brown,STL,26,Ball St.,DT,10,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,4
Greg Cater,BUF,23,Tenn-Chattanooga,P,10,0.125,0.125,1.875,0,0,0.5,-0.875,0,0,0,0,0,0,0,8
Guy Bingham,NYJ,22,Montana,C,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Walter Carter,OAK,22,Florida St.,DE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Ron Essink,SEA,22,Grand Valley St.,T,10,0,0,0,0,0,0,0,0,0.166666667,0.333333333,0.166666667,0,0,0,6
Andy Hawkins,TAM,22,Texas A&M-Kingsville,LB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588888889,9
Virgil Seay,DEN,22,Troy,WR,10,0,0,0,0,0,0,0,0,8.6,158.4,1,0,0,0,5
Bob Gruber,RAM,22,Pittsburgh,T,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Wayne Smith,DET,23,Purdue,DB,11,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.125,8
Alton Alexis,CIN,22,Tulane,WR,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dale Markham,KAN,23,North Dakota,T,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Sam Harrell,MIN,23,East Carolina,RB,11,0,0,0,0,0,0.75,1.875,0,0.625,5.375,0,0,0,0,8
Mike Hubach,NWE,22,Kansas,P,11,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2
Gary Padjen,DAL,22,Arizona St.,LB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Thomas Brown,PHI,23,Baylor,DE,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Terry Greer,RAM,23,Alabama St.,WR,11,0,0,0,0,0,0,0,0,3.454545455,58.18181818,0.363636364,0,0,0,11
Frank Pollard,PIT,23,Baylor,RB,11,0,0,0,0,0,105.8888889,443.2222222,2.222222222,11.55555556,96.88888889,0,0,0,0,9
Ray Williams,DET,22,Washington St.,RB,12,0,0,0,0,0,2,17,1,10,146,1,0,0,0,1
Mike Lansford,NYG,22,Washington,K,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Marcus Jackson,CLE,23,Purdue,DE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Calvin Muhammad,OAK,21,Texas Southern,WR,12,0,0,0,0,0,0,0,0,8.625,159.5,1,0,0,0,8
Bob Fisher,CHI,22,SMU,TE,12,0,0,0,0,0,0,0,0,6,101.5,1,0,0,0,2
Marvin Sims,BAL,23,Clemson,FB,12,0,0,0,0,0,27,93,1,4.5,32,0,0,0,0,2
Norm Wells,DAL,23,Northwestern,DT,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tyrone McGriff,PIT,22,Florida A&M,G,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
George Rogers,NOR,22,South Carolina,RB,1,0,0,0,0,0,241.7142857,1025.142857,7.714285714,7.857142857,52.57142857,0,0,0,0,7
Lawrence Taylor,NYG,22,North Carolina,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.692307692,10.19230769,13
Freeman McNeil,NYJ,22,UCLA,RB,1,0.083333333,0.083333333,0.416666667,0.083333333,0,149.8333333,672.8333333,3.166666667,24.58333333,246.75,1,0,0,0,12
Kenny Easley,SEA,22,UCLA,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,4.571428571,1.142857143,7
E.J. Junior,STL,21,Alabama,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.923076923,2.807692308,13
Rich Campbell,GNB,22,California,QB,1,7.75,17,96.5,0.75,2.25,0.5,0.5,0,0,0,0,0,0,0,4
Hugh Green,TAM,22,Pittsburgh,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545,3.118181818,11
Ronnie Lott,SFO,22,USC,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.607142857,14
Mel Owens,RAM,22,Michigan,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,2.944444444,9
David Verser,CIN,23,Kansas,WR,1,0,0,0,0,0,1.142857143,8.142857143,0,3.285714286,64.85714286,0.428571429,0,0,0,7
Keith Van Horne,CHI,23,USC,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Randy McMillan,BAL,22,Pittsburgh,RB,1,0,0,0,0,0,165,646,4,27.33333333,226,0.333333333,0,0,0,6
David Overstreet,MIA,23,Oklahoma,RB,1,0,0,0,0,0,28.33333333,130.6666667,0.333333333,2.666666667,18.33333333,0.666666667,0,0,0,3
Willie Scott,KAN,22,South Carolina,TE,1,0,0,0,0,0,0.125,0.125,0,11.125,95.75,1.875,0,0,0,8
Dennis Smith,DEN,22,USC,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,2.142857143,1.071428571,14
Mark Nichols,DET,21,San Jose St.,WR,1,0,0,0,0,0,1.285714286,15.42857143,0,17.71428571,319.2857143,1.285714286,0,0,0,7
Keith Gary,PIT,22,Oklahoma,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,8
Donnell Thompson,BAL,22,North Carolina,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.636363636,11
Brian Holloway,NWE,22,Stanford,T,1,0,0,0,0,0,0,0,0,0.125,0.625,0,0,0,0,8
Mark May,WAS,21,Pittsburgh,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Ted Watts,OAK,23,Texas Tech,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0.142857143,7
Hanford Dixon,CLE,22,Southern Miss,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,2.888888889,0.222222222,9
Curt Marsh,OAK,22,Washington,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
James Brooks,SDG,22,Auburn,RB,1,0.083333333,0.166666667,0.666666667,0.083333333,0,140.4166667,663.5,4.083333333,31.91666667,301.75,2.5,0,0,0,12
Bobby Butler,ATL,22,Florida St.,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,12
Howard Richards,DAL,22,Missouri,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Leonard Mitchell,PHI,22,Houston,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Booker Moore,BUF,22,Penn St.,RB,1,0,0,0,0,0,23,84,0.2,15,84.6,0.2,0,0,0,5
Russell Gary,NOR,22,Nebraska,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.428571429,7
Marion Barber,NYJ,21,Minnesota,RB,2,0,0,0,0,0,9.25,39.625,0.375,3.125,26.125,0.125,0,0,0,8
David Hughes,SEA,22,Boise St.,RB,2,0,0,0,0,0,51.33333333,173.5,0.333333333,17.83333333,144,0.833333333,0,0,0,6
Dave Young,NYG,22,Purdue,TE,2,0,0,0,0,0,0,0,0,4.75,53.25,0.75,0,0,0,4
Neil Lomax,STL,22,Portland,QB,2,227.125,394.125,2846.375,17,11.25,27.75,121.125,1.25,0.125,1.25,0,0,0,0,8
James Wilder,TAM,23,Missouri,RB,2,0.1,0.1,1.6,0.1,0,158.6,600.8,3.7,43.1,350,1,0,0,0,10
Gary Lewis,GNB,22,Texas-Arlington,TE,2,0,0,0,0,0,1,4,0.25,5.25,71.25,0.25,0,0,0,4
John Harty,SFO,22,Iowa,NT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,6
